mls_id,status,property_type,list_price,address,city,state,zip_code,district,bedrooms,bathrooms,living_area,piccount
345541,CXL,SF,365000.0,62 LAUMAEWA Loop,KIHEI,HI,96753,Kihei,3,2.0,1174,18
359488,SLD,SF,365000.0,1667 S Kihei Rd,KIHEI,HI,96753,Kihei,3,2.0,960,28
349621,SLD,SF,367900.0,73 Honuea,KIHEI,HI,96753,Kihei,3,2.5,1269,4
340690,CXL,SF,367900.0,224 Kauhaa,KIHEI,HI,96753,Kihei,2,2.0,987,12
340317,SLD,SF,368000.0,294 Kawailani CIR,KIHEI,HI,96753,Kihei,2,2.0,982,20
346493,SLD,SF,369000.0,160 Eleu PL,KIHEI,HI,96753,Kihei,3,2.5,1568,19
344276,SLD,SF,369900.0,108 Kawailani CIR,KIHEI,HI,96753,Kihei,4,3.0,1780,9
359994,SLD,SF,369900.0,297 Kaiwahine St,KIHEI,HI,96753,Kihei,3,2.0,960,16
354648,SLD,SF,369900.0,183 ELEU PL,KIHEI,HI,96753,Kihei,4,3.0,2135,18
353631,SLD,SF,369900.0,568 KAIOLA ST,KIHEI,HI,96753,Kihei,3,3.0,1687,5
359996,SLD,SF,369900.0,115 Oluea Cir,KIHEI,HI,96753,Kihei,2,2.0,1020,13
340635,SLD,SF,369900.0,28 Hooiki,KIHEI,HI,96753,Kihei,3,2.0,1863,1
359323,SLD,SF,370000.0,278 Hoohie St,KIHEI,HI,96753,Kihei,3,3.0,1708,1
348342,CXL,SF,370000.0,27 Hooiki PL,KIHEI,HI,96753,Kihei,3,2.5,1496,24
347753,SLD,SF,373900.0,218 Mehani CIR,KIHEI,HI,96753,Kihei,3,2.0,2070,18
348607,SLD,SF,374000.0,90 Kawailani CIR,KIHEI,HI,96753,Kihei,3,2.0,1478,18
347202,SLD,SF,374900.0,844 Mahealani ST,KIHEI,HI,96753,Kihei,3,2.0,1071,29
337839,CXL,SF,375000.0,155 Auhana RD,KIHEI,HI,96753,Kihei,3,2.0,929,3
340039,CXL,SF,375000.0,196 Luakaha CIR,KIHEI,HI,96753,Kihei,4,3.0,1710,3
370099,SLD,SF,375000.0,71 Kupalaiki Loop,KIHEI,HI,96753,Kihei,3,1.0,1392,5
351550,EXP,SF,375000.0,846 Malulani ST,KIHEI,HI,96753,Kihei,3,2.0,1071,18
325956,CXL,SF,375000.0,155 D Auhana ST,KIHEI,HI,96753,Kihei,2,2.0,1070,1
337834,SLD,SF,375000.0,155 Auhana RD,KIHEI,HI,96753,Kihei,3,2.0,1311,4
331134,CXL,SF,375000.0,14 Kuapapa PL,KIHEI,HI,96753,Kihei,4,1.5,1056,11
